Mode Used: BANG_BANG_MENU
Parameters Used: {"baseSpeed":250,"turnSpeedMultiplier":0.25,"bangBangThreshold":0.65,"sensorPeriod":0.0001,"controlPeriod":0.0001,"motorRegulatePeriod":0.1,"motorKp":0.01,"motorKi":0.01,"debugFlag":1}


--- MOTOR_LEFT Debug Data ---
Timestamp, distance, speed, target_speed, error, adjustment, persistent_error, newSpeed, originalSpeed
"15800",27.2945,0,0,0,-0.00007,-0.15222,-0.02747,0.12494
"15900",27.2945,0,0,0,-0.00007,-0.15254,-0.0278,0.12494
"15900",27.2945,0,0,0,-0.00007,-0.15287,-0.02812,0.12494
"16000",27.2945,0,0,0,-0.00007,-0.15319,-0.02845,0.12494
"16000",27.2945,0,0,0,-0.00007,-0.15352,-0.02878,0.12494
"16100",27.2945,0,0,0,-0.00007,-0.15385,-0.02911,0.12494
"16100",27.2945,0,0,0,-0.00007,-0.15418,-0.02944,0.12494
"16200",27.2945,0,0,0,-0.00007,-0.15451,-0.02977,0.12494
"16200",27.2945,0,0,0,-0.00007,-0.15484,-0.0301,0.12494
"16300",27.2945,0,0,0,-0.00007,-0.15517,-0.03043,0.12494
"16300",27.2945,0,0,0,-0.00007,-0.1555,-0.03076,0.12494
"16400",27.2945,0,0,0,-0.00007,-0.15583,-0.03109,0.12494
"16400",27.2945,0,0,0,-0.00007,-0.15616,-0.03143,0.12494
"16500",27.2945,0,0,0,-0.00007,-0.1565,-0.03176,0.12494
"16500",27.2945,0,0,0,-0.00007,-0.15683,-0.03209,0.12494
"16600",27.2945,0,0,0,-0.00007,-0.15717,-0.03243,0.12494
"16600",27.2945,0,0,0,-0.00007,-0.1575,-0.03277,0.12494
"16700",27.2945,0,0,0,-0.00007,-0.15784,-0.0331,0.12494
"16700",27.2945,0,0,0,-0.00007,-0.15818,-0.03344,0.12494
"16800",27.2945,0,0,0,-0.00007,-0.15852,-0.03378,0.12494
"16800",27.2945,0,0,0,-0.00007,-0.15885,-0.03412,0.12494
"16900",27.2945,0,0,0,-0.00007,-0.15919,-0.03446,0.12494
"16900",27.2945,0,0,0,-0.00007,-0.15953,-0.0348,0.12494
"17000",27.2945,0,0,0,-0.00007,-0.15987,-0.03514,0.12494
"17000",27.2945,0,0,0,-0.00007,-0.16022,-0.03548,0.12494
"17100",27.2945,0,0,0,-0.00007,-0.16056,-0.03583,0.12494
"17100",27.2945,0,0,0,-0.00007,-0.1609,-0.03617,0.12494
"17200",27.2945,0,0,0,-0.00007,-0.16125,-0.03651,0.12494
"17200",27.2945,0,0,0,-0.00007,-0.16159,-0.03686,0.12494
"17300",27.2945,0,0,0,-0.00007,-0.16194,-0.0372,0.12494
"17300",27.2945,0,0,0,-0.00007,-0.16228,-0.03755,0.12494
"17400",27.2945,0,0,0,-0.00007,-0.16263,-0.0379,0.12494
"17400",27.2945,0,0,0,-0.00007,-0.16298,-0.03825,0.12494
"17500",27.2945,0,0,0,-0.00007,-0.16332,-0.03859,0.12494
"17500",27.2945,0,0,0,-0.00007,-0.16367,-0.03894,0.12494
"17600",27.2945,0,0,0,-0.00007,-0.16402,-0.03929,0.12494
"17600",27.2945,0,0,0,-0.00007,-0.16437,-0.03964,0.12494
"17700",27.2945,0,0,0,-0.00007,-0.16472,-0.04,0.12494
"17700",27.2945,0,0,0,-0.00007,-0.16508,-0.04035,0.12494
"17800",27.2945,0,0,0,-0.00007,-0.16543,-0.0407,0.12494
"17800",27.2945,0,0,0,-0.00007,-0.16578,-0.04106,0.12494
"17900",27.2945,0,0,0,-0.00007,-0.16614,-0.04141,0.12494
"17900",27.2945,0,0,0,-0.00007,-0.16649,-0.04177,0.12494
"18000",27.2945,0,0,0,-0.00007,-0.16685,-0.04212,0.12494
"18000",27.2945,0,0,0,-0.00007,-0.1672,-0.04248,0.12494
"18100",27.2945,0,0,0,-0.00007,-0.16756,-0.04284,0.12494
"18100",27.2945,0,0,0,-0.00007,-0.16792,-0.0432,0.12494
"18200",27.2945,0,0,0,-0.00007,-0.16828,-0.04355,0.12494
"18200",27.2945,0,0,0,-0.00007,-0.16864,-0.04391,0.12494
"18300",27.2945,0,0,0,-0.00007,-0.169,-0.04428,0.12494
"18300",27.2945,0,0,0,-0.00007,-0.16936,-0.04464,0.12494
"18400",27.2945,0,0,0,-0.00007,-0.16972,-0.045,0.12494
"18400",27.2945,0,0,0,-0.00007,-0.17008,-0.04536,0.12494
"18500",27.2945,0,0,0,-0.00007,-0.17045,-0.04573,0.12494
"18500",27.2945,0,0,0,-0.00007,-0.17081,-0.04609,0.12494
"18600",27.2945,0,0,0,-0.00007,-0.17118,-0.04646,0.12494
"18600",27.2945,0,0,0,-0.00007,-0.17154,-0.04682,0.12494
"18700",27.2945,0,0,0,-0.00007,-0.17191,-0.04719,0.12494
"18700",27.2945,0,0,0,-0.00007,-0.17228,-0.04756,0.12494
"18800",27.2945,0,0,0,-0.00007,-0.17264,-0.04793,0.12494
"18800",27.2945,0,0,0,-0.00007,-0.17301,-0.0483,0.12494
"18900",27.2945,0,0,0,-0.00007,-0.17338,-0.04867,0.12494
"18900",27.2945,0,0,0,-0.00007,-0.17375,-0.04904,0.12494
"19000",27.2945,0,0,0,-0.00007,-0.17412,-0.04941,0.12494
"19000",27.2945,0,0,0,-0.00007,-0.1745,-0.04978,0.12494
"19100",27.2945,0,0,0,-0.00007,-0.17487,-0.05015,0.12494
"19100",27.2945,0,0,0,-0.00007,-0.17524,-0.05053,0.12494
"19200",27.2945,0,0,0,-0.00008,-0.17562,-0.0509,0.12494
"19200",27.2945,0,0,0,-0.00008,-0.17599,-0.05128,0.12494
"19300",27.2945,0,0,0,-0.00008,-0.17637,-0.05166,0.12494
"19300",27.2945,0,0,0,-0.00008,-0.17675,-0.05203,0.12494
"19400",27.2945,0,0,0,-0.00008,-0.17712,-0.05241,0.12494
"19400",27.2945,0,0,0,-0.00008,-0.1775,-0.05279,0.12494
"19500",27.2945,0,0,0,-0.00008,-0.17788,-0.05317,0.12494
"19500",27.2945,0,0,0,-0.00008,-0.17826,-0.05355,0.12494
"19600",27.2945,0,0,0,-0.00008,-0.17864,-0.05393,0.12494
"19600",27.2945,0,0,0,-0.00008,-0.17902,-0.05431,0.12494
"19700",27.2945,0,0,0,-0.00008,-0.17941,-0.0547,0.12494
"19700",27.2945,0,0,0,-0.00008,-0.17979,-0.05508,0.12494
"19800",27.2945,0,0,0,-0.00008,-0.18017,-0.05547,0.12494
"19800",27.2945,0,0,0,-0.00008,-0.18056,-0.05585,0.12494
"19900",27.2945,0,0,0,-0.00008,-0.18094,-0.05624,0.12494
"19900",27.2945,0,0,0,-0.00008,-0.18133,-0.05662,0.12494
"20000",27.2945,0,0,0,-0.00008,-0.18172,-0.05701,0.12494
"20000",27.2945,0,0,0,-0.00008,-0.18211,-0.0574,0.12494
"20100",27.2945,0,0,0,-0.00008,-0.1825,-0.05779,0.12494
"20100",27.2945,0,0,0,-0.00008,-0.18289,-0.05818,0.12494
"20200",27.2945,0,0,0,-0.00008,-0.18328,-0.05857,0.12494
"20200",27.2945,0,0,0,-0.00008,-0.18367,-0.05896,0.12494
"20300",27.2945,0,0,0,-0.00008,-0.18406,-0.05936,0.12494
"20300",27.2945,0,0,0,-0.00008,-0.18445,-0.05975,0.12494
"20400",27.2945,0,0,0,-0.00008,-0.18485,-0.06015,0.12494
"20400",27.2945,0,0,0,-0.00008,-0.18524,-0.06054,0.12494
"20500",27.2945,0,0,0,-0.00008,-0.18564,-0.06094,0.12494
"20500",27.2945,0,0,0,-0.00008,-0.18604,-0.06133,0.12494
"20600",27.2945,0,0,0,-0.00008,-0.18643,-0.06173,0.12494
"20600",27.2945,0,0,0,-0.00008,-0.18683,-0.06213,0.12494
"20700",27.2945,0,0,0,-0.00008,-0.18723,-0.06253,0.12494
"20700",27.2945,0,0,0,-0.00008,-0.18763,-0.06293,0.12494
"20800",27.2945,0,0,0,-0.00008,-0.18803,-0.06333,0.12494
"20800",27.2945,0,0,0,-0.00008,-0.18843,-0.06374,0.12494
"20900",27.2945,0,0,0,-0.00008,-0.18884,-0.06414,0.12494
"20900",27.2945,0,0,0,-0.00008,-0.18924,-0.06454,0.12494
"21000",27.2945,0,0,0,-0.00008,-0.18964,-0.06495,0.12494
"21000",27.2945,0,0,0,-0.00008,-0.19005,-0.06535,0.12494
"21100",27.2945,0,0,0,-0.00008,-0.19046,-0.06576,0.12494
"21100",27.2945,0,0,0,-0.00008,-0.19086,-0.06617,0.12494
"21200",27.2945,0,0,0,-0.00008,-0.19127,-0.06658,0.12494
"21200",27.2945,0,0,0,-0.00008,-0.19168,-0.06699,0.12494
"21300",27.2945,0,0,0,-0.00008,-0.19209,-0.0674,0.12494
"21300",27.2945,0,0,0,-0.00008,-0.1925,-0.06781,0.12494
"21400",27.2945,0,0,0,-0.00008,-0.19291,-0.06822,0.12494
"21400",27.2945,0,0,0,-0.00008,-0.19332,-0.06863,0.12494
"21500",27.2945,0,0,0,-0.00008,-0.19374,-0.06904,0.12494
"21500",27.2945,0,0,0,-0.00008,-0.19415,-0.06946,0.12494
"21600",27.2945,0,0,0,-0.00008,-0.19456,-0.06987,0.12494
"21600",27.2945,0,0,0,-0.00008,-0.19498,-0.07029,0.12494
"21700",27.2945,0,0,0,-0.00008,-0.1954,-0.07071,0.12494
"21700",27.2945,0,0,0,-0.00008,-0.19581,-0.07113,0.12494
"21800",27.2945,0,0,0,-0.00008,-0.19623,-0.07154,0.12494
"21800",27.2945,0,0,0,-0.00008,-0.19665,-0.07196,0.12494
"21900",27.2945,0,0,0,-0.00008,-0.19707,-0.07239,0.12494
"21900",27.2945,0,0,0,-0.00008,-0.19749,-0.07281,0.12494
"22000",27.29402,0,0,0,-0.00008,-0.19791,-0.07323,0.12494
"22000",27.29163,-1.17188,0,1.17188,0.00008,-0.198,-0.07282,0.12494
"22100",27.29019,-5.27344,0,5.27344,0.00067,-0.19642,-0.06948,0.12494
"22100",27.29067,-4.10156,0,4.10156,0.0005,-0.19342,-0.06698,0.12494
"22200",27.29067,1.17188,0,-1.17188,-0.00025,-0.19242,-0.06822,0.12494
"22200",27.29067,0,0,0,-0.00008,-0.19333,-0.06864,0.12494
"22300",27.29067,0,0,0,-0.00008,-0.19374,-0.06905,0.12494
"22300",27.29067,0,0,0,-0.00008,-0.19415,-0.06946,0.12494
"22400",27.29067,0,0,0,-0.00008,-0.19457,-0.06988,0.12494
"22400",27.29067,0,0,0,-0.00008,-0.19499,-0.0703,0.12494
"22500",27.29067,0,0,0,-0.00008,-0.1954,-0.07071,0.12494
"22500",27.29067,0,0,0,-0.00008,-0.19582,-0.07113,0.12494
"22600",27.29067,0,0,0,-0.00008,-0.19624,-0.07155,0.12494
"22600",27.29067,0,0,0,-0.00008,-0.19666,-0.07197,0.12494
"22700",27.29067,0,0,0,-0.00008,-0.19708,-0.07239,0.12494
"22700",27.29067,0,0,0,-0.00008,-0.1975,-0.07281,0.12494
"22800",27.29067,0,0,0,-0.00008,-0.19792,-0.07324,0.12494
"22800",27.29067,0,0,0,-0.00008,-0.19834,-0.07366,0.12494
"22900",27.29067,0,0,0,-0.00008,-0.19877,-0.07408,0.12494
"22900",27.29067,0,0,0,-0.00009,-0.19919,-0.07451,0.12494
"23000",27.29067,0,0,0,-0.00009,-0.19962,-0.07493,0.12494
"23000",27.29067,0,0,0,-0.00009,-0.20004,-0.07536,0.12494
"23100",27.29067,0,0,0,-0.00009,-0.20047,-0.07579,0.12494
"23100",27.29067,0,0,0,-0.00009,-0.2009,-0.07622,0.12494
"23200",27.29067,0,0,0,-0.00009,-0.20133,-0.07665,0.12494
"23200",27.29067,0,0,0,-0.00009,-0.20176,-0.07708,0.12494
"23300",27.29067,0,0,0,-0.00009,-0.20219,-0.07751,0.12494
"23300",27.29067,0,0,0,-0.00009,-0.20262,-0.07794,0.12494

--- MOTOR_RIGHT Debug Data ---
Timestamp, distance, speed, target_speed, error, adjustment, persistent_error, newSpeed, originalSpeed
"78",14.96496,0,0,0,-0.00008,-0.18414,-0.01452,0.16986
"128",14.96496,0,0,0,-0.00008,-0.18454,-0.01491,0.16986
"178",14.96496,0,0,0,-0.00008,-0.18493,-0.01531,0.16986
"228",14.96496,0,0,0,-0.00008,-0.18533,-0.0157,0.16986
"278",14.96496,0,0,0,-0.00008,-0.18572,-0.0161,0.16986
"328",14.96496,0,0,0,-0.00008,-0.18612,-0.0165,0.16986
"378",14.96496,0,0,0,-0.00008,-0.18652,-0.01689,0.16986
"428",14.96496,0,0,0,-0.00008,-0.18691,-0.01729,0.16986
"478",14.96496,0,0,0,-0.00008,-0.18731,-0.01769,0.16986
"528",14.96496,0,0,0,-0.00008,-0.18771,-0.01809,0.16986
"578",14.96496,0,0,0,-0.00008,-0.18812,-0.0185,0.16986
"628",14.96496,0,0,0,-0.00008,-0.18852,-0.0189,0.16986
"678",14.96496,0,0,0,-0.00008,-0.18892,-0.0193,0.16986
"728",14.96496,0,0,0,-0.00008,-0.18932,-0.01971,0.16986
"778",14.96496,0,0,0,-0.00008,-0.18973,-0.02011,0.16986
"828",14.96496,0,0,0,-0.00008,-0.19013,-0.02052,0.16986
"878",14.96496,0,0,0,-0.00008,-0.19054,-0.02092,0.16986
"928",14.96496,0,0,0,-0.00008,-0.19095,-0.02133,0.16986
"978",14.96496,0,0,0,-0.00008,-0.19136,-0.02174,0.16986
"1030",14.96496,0,0,0,-0.00008,-0.19176,-0.02215,0.16986
"1080",14.96496,0,0,0,-0.00008,-0.19217,-0.02256,0.16986
"1130",14.96496,0,0,0,-0.00008,-0.19258,-0.02297,0.16986
"1180",14.96496,0,0,0,-0.00008,-0.193,-0.02338,0.16986
"1230",14.96496,0,0,0,-0.00008,-0.19341,-0.0238,0.16986
"1280",14.96496,0,0,0,-0.00008,-0.19382,-0.02421,0.16986
"1330",14.96496,0,0,0,-0.00008,-0.19424,-0.02462,0.16986
"1380",14.96496,0,0,0,-0.00008,-0.19465,-0.02504,0.16986
"1430",14.96496,0,0,0,-0.00008,-0.19507,-0.02546,0.16986
"1480",14.96496,0,0,0,-0.00008,-0.19548,-0.02587,0.16986
"1530",14.96496,0,0,0,-0.00008,-0.1959,-0.02629,0.16986
"1580",14.96496,0,0,0,-0.00008,-0.19632,-0.02671,0.16986
"1630",14.96496,0,0,0,-0.00008,-0.19674,-0.02713,0.16986
"1680",14.96496,0,0,0,-0.00008,-0.19716,-0.02755,0.16986
"1730",14.96496,0,0,0,-0.00008,-0.19758,-0.02797,0.16986
"1780",14.96496,0,0,0,-0.00008,-0.198,-0.0284,0.16986
"1830",14.96496,0,0,0,-0.00008,-0.19843,-0.02882,0.16986
"1880",14.96496,0,0,0,-0.00008,-0.19885,-0.02924,0.16986
"1930",14.96496,0,0,0,-0.00009,-0.19928,-0.02967,0.16986
"1980",14.96496,0,0,0,-0.00009,-0.1997,-0.0301,0.16986
"2030",14.96496,0,0,0,-0.00009,-0.20013,-0.03052,0.16986
"2080",14.96496,0,0,0,-0.00009,-0.20056,-0.03095,0.16986
"2130",14.96496,0,0,0,-0.00009,-0.20098,-0.03138,0.16986
"2180",14.96496,0,0,0,-0.00009,-0.20141,-0.03181,0.16986
"2230",14.96496,0,0,0,-0.00009,-0.20184,-0.03224,0.16986
"2280",14.96496,0,0,0,-0.00009,-0.20227,-0.03267,0.16986
"2330",14.96496,0,0,0,-0.00009,-0.20271,-0.03311,0.16986
"2380",14.96496,0,0,0,-0.00009,-0.20314,-0.03354,0.16986
"2430",14.96496,0,0,0,-0.00009,-0.20357,-0.03397,0.16986
"2480",14.96496,0,0,0,-0.00009,-0.20401,-0.03441,0.16986
"2530",14.96496,0,0,0,-0.00009,-0.20445,-0.03485,0.16986
"2580",14.96496,0,0,0,-0.00009,-0.20488,-0.03528,0.16986
"2630",14.96496,0,0,0,-0.00009,-0.20532,-0.03572,0.16986
"2680",14.96496,0,0,0,-0.00009,-0.20576,-0.03616,0.16986
"2730",14.96496,0,0,0,-0.00009,-0.2062,-0.0366,0.16986
"2780",14.96496,0,0,0,-0.00009,-0.20664,-0.03704,0.16986
"2830",14.96496,0,0,0,-0.00009,-0.20708,-0.03749,0.16986
"2880",14.96496,0,0,0,-0.00009,-0.20752,-0.03793,0.16986
"2930",14.96496,0,0,0,-0.00009,-0.20797,-0.03837,0.16986
"2980",14.96496,0,0,0,-0.00009,-0.20841,-0.03882,0.16986
"3030",14.96496,0,0,0,-0.00009,-0.20886,-0.03926,0.16986
"3080",14.96496,0,0,0,-0.00009,-0.2093,-0.03971,0.16986
"3130",14.96496,0,0,0,-0.00009,-0.20975,-0.04016,0.16986
"3180",14.96496,0,0,0,-0.00009,-0.2102,-0.04061,0.16986
"3230",14.96496,0,0,0,-0.00009,-0.21065,-0.04106,0.16986
"3280",14.96496,0,0,0,-0.00009,-0.2111,-0.04151,0.16986
"3330",14.96496,0,0,0,-0.00009,-0.21155,-0.04196,0.16986
"3380",14.96496,0,0,0,-0.00009,-0.212,-0.04241,0.16986
"3430",14.96496,0,0,0,-0.00009,-0.21245,-0.04286,0.16986
"3480",14.96496,0,0,0,-0.00009,-0.21291,-0.04332,0.16986
"3530",14.96496,0,125,125,0.01773,-0.17025,0.22103,0.18558
"3580",14.97453,0,125,125,0.01784,0.071,0.31003,0.18558
"3630",14.99392,21.67969,125,103.32031,0.01478,0.15397,0.38388,0.18558
"3680",15.02144,47.46094,125,77.53906,0.01114,0.22054,0.43952,0.18558
"3730",15.0547,65.625,125,59.375,0.00857,0.27107,0.48235,0.18558
"3780",15.09251,80.85938,125,44.14062,0.00642,0.30959,0.51442,0.18558
"3830",15.13367,92.57812,125,32.42188,0.00476,0.33835,0.53821,0.18558
"3880",15.17794,100.78125,125,24.21875,0.0036,0.35983,0.55622,0.18558
"3930",15.22293,108.39844,125,16.60156,0.00253,0.37568,0.56883,0.18558
"3980",15.27151,109.57031,125,15.42969,0.00236,0.38797,0.58064,0.18558
"4030",15.32009,118.35938,125,6.64062,0.00112,0.39728,0.58621,0.18558
"4080",15.3689,118.94531,125,6.05469,0.00103,0.40269,0.59138,0.18558
"4130",15.41844,119.53125,125,5.46875,0.00095,0.4077,0.59614,0.18558
"4180",15.46702,121.28906,125,3.71094,0.0007,0.41197,0.59966,0.18558
"4230",15.51775,118.94531,125,6.05469,0.00104,0.41616,0.60486,0.18558
"4280",15.57016,124.21875,125,0.78125,0.00029,0.41986,0.60631,0.18558
"4330",15.62304,127.14844,125,-2.14844,-0.00013,0.42047,0.60568,0.18558
"4380",15.67641,130.66406,125,-5.66406,-0.00063,0.41884,0.60254,0.18558
"4430",15.72929,130.66406,125,-5.66406,-0.00063,0.4157,0.5994,0.18558
"4480",15.78098,128.90625,125,-3.90625,-0.00038,0.41306,0.5975,0.18558
"4530",15.83028,127.14844,125,-2.14844,-0.00013,0.41166,0.59685,0.18558
"4580",15.87981,120.70312,125,4.29688,0.00079,0.41284,0.60079,0.18558
"4630",15.93102,121.28906,125,3.71094,0.00071,0.41662,0.60432,0.18558
"4680",15.98367,125.39062,125,-0.39062,0.00012,0.41898,0.60494,0.18558
"4730",16.03727,128.32031,125,-3.32031,-0.00029,0.41877,0.60347,0.18558
"4780",16.08992,131.25,125,-6.25,-0.00071,0.41646,0.59991,0.18558
"4830",16.14137,128.90625,125,-3.90625,-0.00038,0.41357,0.59801,0.18558
"4880",16.19019,125.97656,125,-0.97656,0.00004,0.4125,0.5982,0.18558
"4930",16.23948,120.11719,125,4.88281,0.00087,0.41436,0.60256,0.18558
"4980",16.29141,120.70312,125,4.29688,0.00079,0.41856,0.60651,0.18558
"5030",16.34382,126.5625,125,-1.5625,-0.00004,0.42084,0.60629,0.18558
"5080",16.39718,128.90625,125,-3.90625,-0.00038,0.41996,0.60441,0.18558
"5130",16.45007,130.66406,125,-5.66406,-0.00063,0.41757,0.60127,0.18558
"5180",16.50319,128.90625,125,-3.90625,-0.00038,0.41493,0.59938,0.18558
"5230",16.55345,130.07812,125,-5.07812,-0.00055,0.4127,0.59664,0.18558
"5280",16.60274,124.21875,125,0.78125,0.00029,0.41164,0.59808,0.18558
"5330",16.65228,120.11719,125,4.88281,0.00087,0.41424,0.60244,0.18558
"5380",16.70373,121.28906,125,3.71094,0.00071,0.41827,0.60597,0.18558
"5430",16.75685,125.39062,125,-0.39062,0.00012,0.42064,0.60659,0.18558
"5480",16.8095,130.66406,125,-5.66406,-0.00063,0.41976,0.60346,0.18558
"5530",16.86286,128.32031,125,-3.32031,-0.00029,0.41729,0.60199,0.18558
"5580",16.91527,131.25,125,-6.25,-0.00071,0.41498,0.59842,0.18558
"5630",16.96552,128.32031,125,-3.32031,-0.0003,0.41225,0.59694,0.18558
"5680",17.01554,123.04688,125,1.95312,0.00045,0.41227,0.59921,0.18558
"5730",17.06507,122.46094,125,2.53906,0.00054,0.41471,0.6019,0.18558
"5780",17.11748,121.28906,125,3.71094,0.00071,0.41774,0.60544,0.18558
"5830",17.16965,128.32031,125,-3.32031,-0.00029,0.41927,0.60397,0.18558
"5880",17.22253,127.14844,125,-2.14844,-0.00013,0.41813,0.60333,0.18558
"5930",17.2759,130.07812,125,-5.07812,-0.00055,0.41666,0.60061,0.18558
"5980",17.32878,130.07812,125,-5.07812,-0.00055,0.41393,0.59788,0.18558
"6030",17.37808,130.07812,125,-5.07812,-0.00055,0.4112,0.59514,0.18558
"6080",17.42642,120.70312,125,4.29688,0.00079,0.41113,0.59908,0.18558
"6130",17.47523,118.94531,125,6.05469,0.00104,0.41557,0.60428,0.18558
"6180",17.52525,118.94531,125,6.05469,0.00104,0.42078,0.60948,0.18558
"6230",17.57574,123.04688,125,1.95312,0.00046,0.42482,0.61178,0.18558
"6280",17.62671,122.46094,125,2.53906,0.00054,0.42728,0.6145,0.18558
"6330",17.67697,125.39062,125,-0.39062,0.00013,0.42917,0.61513,0.18558
"6380",17.72842,123.04688,125,1.95312,0.00046,0.43048,0.61744,0.18558
"6430",17.77915,126.5625,125,-1.5625,-0.00004,0.43179,0.61725,0.18558
"6480",17.83084,123.63281,125,1.36719,0.00038,0.43243,0.61915,0.18558
"6530",17.88229,125.97656,125,-0.97656,0.00005,0.43366,0.61938,0.18558
"6580",17.93302,126.5625,125,-1.5625,-0.00004,0.43372,0.61919,0.18558
"6630",17.98519,124.21875,125,0.78125,0.0003,0.43421,0.62068,0.18558
"6680",18.03616,127.73438,125,-2.73438,-0.0002,0.43469,0.61966,0.18558
"6730",18.08809,125.39062,125,-0.39062,0.00013,0.43434,0.62031,0.18558
"6780",18.13978,126.5625,125,-1.5625,-0.00004,0.43465,0.62012,0.18558
"6830",18.19075,126.5625,125,-1.5625,-0.00004,0.43447,0.61994,0.18558
"6880",18.24268,124.80469,125,0.19531,0.00021,0.43479,0.62101,0.18558
"6930",18.29365,127.14844,125,-2.14844,-0.00012,0.43519,0.62041,0.18558
"6980",18.34558,124.21875,125,0.78125,0.0003,0.43542,0.62189,0.18558
"7030",18.39655,127.73438,125,-2.73438,-0.0002,0.43591,0.62088,0.18558
"7080",18.448,124.80469,125,0.19531,0.00021,0.43572,0.62195,0.18558
"7130",18.49945,125.39062,125,-0.39062,0.00013,0.43663,0.6226,0.18558
"7180",18.5509,126.5625,125,-1.5625,-0.00004,0.43695,0.62242,0.18558
"7230",18.60306,125.97656,125,-0.97656,0.00005,0.43694,0.62266,0.18558
"7280",18.65427,127.73438,125,-2.73438,-0.0002,0.43667,0.62165,0.18558
"7330",18.70572,124.80469,125,0.19531,0.00021,0.43649,0.62272,0.18558
"7380",18.75694,126.5625,125,-1.5625,-0.00004,0.43706,0.62254,0.18558
"7430",18.80815,125.39062,125,-0.39062,0.00013,0.43722,0.62319,0.18558
"7480",18.85959,125.97656,125,-0.97656,0.00005,0.43771,0.62343,0.18558
"7530",18.91057,125.39062,125,-0.39062,0.00013,0.43812,0.62409,0.18558
"7580",18.96297,124.21875,125,0.78125,0.0003,0.43911,0.62559,0.18558
"7630",19.01442,128.32031,125,-3.32031,-0.00029,0.43943,0.62416,0.18558
"7680",19.06587,126.5625,125,-1.5625,-0.00004,0.43851,0.62398,0.18558
"7730",19.11708,125.97656,125,-0.97656,0.00005,0.4385,0.62423,0.18558
"7780",19.16805,124.80469,125,0.19531,0.00022,0.43907,0.6253,0.18558
"7830",19.21998,125.39062,125,-0.39062,0.00013,0.43999,0.62596,0.18558
"7880",19.27072,126.5625,125,-1.5625,-0.00003,0.44031,0.62579,0.18558
"7930",19.32264,124.80469,125,0.19531,0.00022,0.44064,0.62687,0.18558
"7980",19.37409,127.14844,125,-2.14844,-0.00012,0.44105,0.62628,0.18558
"8030",19.42554,125.39062,125,-0.39062,0.00013,0.44097,0.62695,0.18558
"8080",19.47747,126.5625,125,-1.5625,-0.00003,0.4413,0.62678,0.18558
"8130",19.52844,127.14844,125,-2.14844,-0.00012,0.44096,0.62619,0.18558
"8180",19.58037,124.80469,125,0.19531,0.00022,0.44104,0.62727,0.18558
"8230",19.63087,127.14844,125,-2.14844,-0.00012,0.44145,0.62668,0.18558
"8280",19.68231,123.63281,125,1.36719,0.00038,0.44187,0.6286,0.18558
"8330",19.73376,125.97656,125,-0.97656,0.00005,0.44312,0.62885,0.18558
"8380",19.78521,125.39062,125,-0.39062,0.00013,0.44354,0.62952,0.18558
"8430",19.8369,126.5625,125,-1.5625,-0.00003,0.44387,0.62936,0.18558
"8480",19.88787,126.5625,125,-1.5625,-0.00003,0.44371,0.62919,0.18558
"8530",19.9398,125.39062,125,-0.39062,0.00013,0.44388,0.62986,0.18558
"8580",19.99077,125.97656,125,-0.97656,0.00005,0.44438,0.63011,0.18558
"8630",20.04222,125.39062,125,-0.39062,0.00013,0.4448,0.63079,0.18558
"8680",20.09343,125.97656,125,-0.97656,0.00005,0.44531,0.63104,0.18558
"8730",20.14441,125.39062,125,-0.39062,0.00013,0.44573,0.63172,0.18558
"8780",20.19657,124.80469,125,0.19531,0.00022,0.44657,0.63281,0.18558
"8830",20.24755,127.14844,125,-2.14844,-0.00012,0.447,0.63223,0.18558
"8880",20.29971,125.39062,125,-0.39062,0.00014,0.44692,0.63291,0.18558
"8930",20.35044,127.14844,125,-2.14844,-0.00011,0.4471,0.63234,0.18558
"8980",20.40166,124.80469,125,0.19531,0.00022,0.44719,0.63343,0.18558
"9030",20.4531,124.80469,125,0.19531,0.00022,0.44829,0.63453,0.18558
"9080",20.50408,126.5625,125,-1.5625,-0.00003,0.44888,0.63437,0.18558
"9130",20.55648,124.80469,125,0.19531,0.00022,0.44923,0.63547,0.18558
"9180",20.60721,127.73438,125,-2.73438,-0.0002,0.44949,0.63448,0.18558
"9230",20.65938,124.80469,125,0.19531,0.00022,0.44934,0.63558,0.18558
"9280",20.71083,127.14844,125,-2.14844,-0.00011,0.44977,0.63501,0.18558
"9330",20.76228,126.5625,125,-1.5625,-0.00003,0.44937,0.63486,0.18558
"9380",20.81445,125.97656,125,-0.97656,0.00005,0.44938,0.63512,0.18558
"9430",20.86566,127.73438,125,-2.73438,-0.0002,0.44915,0.63414,0.18558
"9480",20.91807,125.39062,125,-0.39062,0.00014,0.44883,0.63482,0.18558
"9530",20.9688,127.14844,125,-2.14844,-0.00011,0.44901,0.63425,0.18558
"9580",21.02073,124.80469,125,0.19531,0.00022,0.44911,0.63535,0.18558
"9630",21.07218,127.14844,125,-2.14844,-0.00011,0.44954,0.63478,0.18558
"9680",21.12363,126.5625,125,-1.5625,-0.00003,0.44913,0.63462,0.18558
"9730",21.17579,125.97656,125,-0.97656,0.00005,0.44915,0.63489,0.18558
"9780",21.22677,127.73438,125,-2.73438,-0.0002,0.44891,0.6339,0.18558
"9830",21.27893,124.80469,125,0.19531,0.00022,0.44876,0.635,0.18558
"9880",21.33038,127.73438,125,-2.73438,-0.0002,0.44902,0.63401,0.18558
