Mode Used: BANG_BANG_MENU
Parameters Used: {"baseSpeed":250,"turnSpeedMultiplier":0.25,"bangBangThreshold":0.65,"sensorPeriod":0.0001,"controlPeriod":0.0001,"motorRegulatePeriod":0.1,"motorKp":0.01,"motorKi":0.01,"debugFlag":1}


--- MOTOR_LEFT Debug Data ---
Timestamp, distance, speed, target_speed, error, adjustment, persistent_error, newSpeed, originalSpeed
"9930",21.38183,125.97656,125,-0.97656,0.00005,0.44853,0.63427,0.18558
"9980",21.43352,125.39062,125,-0.39062,0.00014,0.44896,0.63495,0.18558
"10000",21.48497,127.14844,125,-2.14844,-0.00011,0.44914,0.63438,0.18558
"10100",21.53714,125.39062,125,-0.39062,0.00014,0.44907,0.63506,0.18558
"10100",21.58811,128.32031,125,-3.32031,-0.00028,0.44892,0.63366,0.18558
"10200",21.64004,125.39062,125,-0.39062,0.00014,0.44835,0.63434,0.18558
"10200",21.69149,125.97656,125,-0.97656,0.00005,0.44886,0.6346,0.18558
"10300",21.74318,126.5625,125,-1.5625,-0.00003,0.44896,0.63445,0.18558
"10300",21.79511,126.5625,125,-1.5625,-0.00003,0.4488,0.63429,0.18558
"10400",21.84608,127.14844,125,-2.14844,-0.00011,0.44848,0.63372,0.18558
"10400",21.89801,124.80469,125,0.19531,0.00022,0.44858,0.63482,0.18558
"10500",21.94922,127.14844,125,-2.14844,-0.00011,0.44901,0.63425,0.18558
"10500",22.00115,125.39062,125,-0.39062,0.00014,0.44894,0.63493,0.18558
"10600",22.05284,127.14844,125,-2.14844,-0.00011,0.44912,0.63436,0.18558
"10600",22.10428,127.14844,125,-2.14844,-0.00011,0.44855,0.63379,0.18558
"10700",22.15597,124.80469,125,0.19531,0.00022,0.44865,0.63489,0.18558
"10700",22.20766,127.14844,125,-2.14844,-0.00011,0.44908,0.63431,0.18558
"10800",22.25935,125.97656,125,-0.97656,0.00005,0.44884,0.63458,0.18558
"10800",22.31056,127.14844,125,-2.14844,-0.00011,0.44877,0.63401,0.18558
"10900",22.36201,124.80469,125,0.19531,0.00022,0.44886,0.6351,0.18558
"10900",22.41442,126.5625,125,-1.5625,-0.00003,0.44946,0.63495,0.18558
"11000",22.46539,128.32031,125,-3.32031,-0.00028,0.44881,0.63355,0.18558
"11000",22.51804,124.80469,125,0.19531,0.00022,0.4484,0.63464,0.18558
"11100",22.56901,128.32031,125,-3.32031,-0.00028,0.4485,0.63324,0.18558
"11100",22.6207,125.39062,125,-0.39062,0.00014,0.44793,0.63392,0.18558
"11200",22.67191,125.97656,125,-0.97656,0.00005,0.44844,0.63418,0.18558
"11200",22.72336,125.97656,125,-0.97656,0.00005,0.4487,0.63444,0.18558
"11300",22.77529,125.97656,125,-0.97656,0.00005,0.44897,0.63471,0.18558
"11300",22.82626,127.14844,125,-2.14844,-0.00011,0.4489,0.63413,0.18558
"11400",22.87843,124.80469,125,0.19531,0.00022,0.44899,0.63523,0.18558
"11400",22.92964,127.14844,125,-2.14844,-0.00011,0.44942,0.63466,0.18558
"11500",22.98157,125.97656,125,-0.97656,0.00005,0.44919,0.63493,0.18558
"11500",23.03349,127.14844,125,-2.14844,-0.00011,0.44912,0.63436,0.18558
"11600",23.0847,127.14844,125,-2.14844,-0.00011,0.44855,0.63379,0.18558
"11600",23.13663,125.39062,125,-0.39062,0.00014,0.44848,0.63447,0.18558
"11700",23.1876,127.14844,125,-2.14844,-0.00011,0.44866,0.63389,0.18558
"11700",23.23977,124.80469,125,0.19531,0.00022,0.44875,0.63499,0.18558
"11800",23.29098,127.14844,125,-2.14844,-0.00011,0.44918,0.63442,0.18558
"11800",23.34243,125.97656,125,-0.97656,0.00005,0.44895,0.63468,0.18558
"11900",23.3946,125.97656,125,-0.97656,0.00005,0.44921,0.63495,0.18558
"11900",23.43911,127.14844,25,-102.14844,-0.0145,0.11343,0.37287,0.43063
"12000",23.47213,111.32812,25,-86.32812,-0.01233,-0.08238,0.31128,0.43063
"12000",23.49702,81.44531,25,-56.44531,-0.0081,-0.13552,0.27083,0.43063
"12100",23.51473,61.52344,25,-36.52344,-0.00528,-0.17034,0.24448,0.43063
"12100",23.53124,43.94531,25,-18.94531,-0.00278,-0.19171,0.23059,0.43063
"12200",23.54368,40.42969,25,-15.42969,-0.00229,-0.20461,0.21918,0.43063
"12200",23.55684,31.05469,25,-6.05469,-0.00095,-0.21336,0.21442,0.43063
"12300",23.56881,32.22656,25,-7.22656,-0.00112,-0.21846,0.20881,0.43063
"12300",23.58149,29.29688,25,-4.29688,-0.00071,-0.22324,0.20527,0.43063
"12400",23.59394,30.46875,25,-5.46875,-0.00088,-0.22711,0.20089,0.43063
"12400",23.60614,30.46875,25,-5.46875,-0.00088,-0.23149,0.19651,0.43063
"12500",23.61571,30.46875,25,-5.46875,-0.00088,-0.23588,0.19211,0.43063
"12500",23.62457,24.02344,25,0.97656,0.00004,-0.23845,0.1923,0.43063
"12600",23.6327,21.09375,25,3.90625,0.00045,-0.23742,0.19457,0.43063
"12600",23.64132,20.50781,25,4.49219,0.00054,-0.23498,0.19727,0.43063
"12700",23.64993,21.09375,25,3.90625,0.00046,-0.23245,0.19955,0.43063
"12700",23.65998,21.09375,25,3.90625,0.00046,-0.23017,0.20184,0.43063
"12800",23.67147,24.02344,25,0.97656,0.00004,-0.22871,0.20205,0.43063
"12800",23.68391,28.125,25,-3.125,-0.00054,-0.22967,0.19933,0.43063
"12900",23.69397,30.46875,25,-5.46875,-0.00088,-0.23306,0.19494,0.43063
"12900",23.70306,24.60938,25,0.39062,-0.00005,-0.23578,0.19472,0.43063
"13000",23.71167,22.26562,25,2.73438,0.00029,-0.23534,0.19616,0.43063
"13000",23.72029,21.67969,25,3.32031,0.00037,-0.23373,0.19803,0.43063
"13100",23.72914,20.50781,25,4.49219,0.00054,-0.23153,0.20073,0.43063
"13100",23.74039,21.67969,25,3.32031,0.00038,-0.22916,0.2026,0.43063
"13200",23.75259,26.95312,25,-1.95312,-0.00038,-0.22878,0.20072,0.43063
"13200",23.76408,30.46875,25,-5.46875,-0.00088,-0.23167,0.19634,0.43063
"13300",23.7727,28.125,25,-3.125,-0.00055,-0.23539,0.19361,0.43063
"13300",23.78179,21.67969,25,3.32031,0.00037,-0.23628,0.19547,0.43063
"13400",23.79016,21.67969,25,3.32031,0.00037,-0.23442,0.19733,0.43063
"13400",23.79926,21.09375,25,3.90625,0.00046,-0.23239,0.19962,0.43063
"13500",23.80835,21.67969,25,3.32031,0.00037,-0.23027,0.20149,0.43063
"13500",23.82008,22.26562,25,2.73438,0.00029,-0.22856,0.20295,0.43063
"13600",23.83252,28.71094,25,-3.71094,-0.00063,-0.22894,0.19981,0.43063
"13600",23.84377,31.05469,25,-6.05469,-0.00096,-0.23274,0.19501,0.43063
"13700",23.85262,26.95312,25,-1.95312,-0.00038,-0.23638,0.19311,0.43063
"13700",23.86148,21.67969,25,3.32031,0.00037,-0.23678,0.19497,0.43063
"13800",23.87009,21.67969,25,3.32031,0.00037,-0.23492,0.19683,0.43063
"13800",23.87895,21.09375,25,3.90625,0.00046,-0.23289,0.19912,0.43063
"13900",23.88756,21.67969,25,3.32031,0.00037,-0.23077,0.20099,0.43063
"13900",23.89905,21.09375,25,3.90625,0.00046,-0.22873,0.20328,0.43063
"14000",23.91101,28.125,25,-3.125,-0.00054,-0.22844,0.20057,0.43063
"14000",23.9225,29.29688,25,-4.29688,-0.00071,-0.23149,0.19701,0.43063
"14100",23.93111,28.125,25,-3.125,-0.00055,-0.23471,0.19429,0.43063
"14100",23.93997,21.67969,25,3.32031,0.00037,-0.2356,0.19615,0.43063
"14200",23.94882,21.09375,25,3.90625,0.00046,-0.23357,0.19843,0.43063
"14200",23.9572,21.67969,25,3.32031,0.00037,-0.23146,0.2003,0.43063
"14300",23.96797,21.09375,25,3.90625,0.00046,-0.22942,0.20259,0.43063
"14300",23.98017,25.78125,25,-0.78125,-0.00021,-0.22846,0.20155,0.43063
"14400",23.99237,29.88281,25,-4.88281,-0.00079,-0.23068,0.19758,0.43063
"14400",24.00123,29.29688,25,-4.29688,-0.00071,-0.23448,0.19402,0.43063
"14500",24.01008,22.26562,25,2.73438,0.00029,-0.23604,0.19546,0.43063
"14500",24.01846,21.67969,25,3.32031,0.00037,-0.23443,0.19732,0.43063
"14600",24.02731,21.09375,25,3.90625,0.00046,-0.2324,0.19961,0.43063
"14600",24.03736,21.09375,25,3.90625,0.00046,-0.23011,0.2019,0.43063
"14700",24.05005,24.60938,25,0.39062,-0.00004,-0.22882,0.20169,0.43063
"14700",24.06321,31.05469,25,-6.05469,-0.00096,-0.23087,0.19688,0.43063
"14800",24.07278,31.64062,25,-6.64062,-0.00105,-0.23584,0.19165,0.43063
"14800",24.08163,24.02344,25,0.97656,0.00004,-0.23891,0.19184,0.43063
"14900",24.09073,21.67969,25,3.32031,0.00037,-0.23805,0.1937,0.43063
"14900",24.09982,22.26562,25,2.73438,0.00029,-0.23636,0.19514,0.43063
"15000",24.10915,22.85156,25,2.14844,0.00021,-0.23509,0.19616,0.43063
"15000",24.11801,22.85156,25,2.14844,0.00021,-0.23406,0.19719,0.43063
"15100",24.1271,21.67969,25,3.32031,0.00037,-0.2327,0.19906,0.43063
"15100",24.13643,21.67969,25,3.32031,0.00037,-0.23083,0.20093,0.43063
"15200",24.1484,22.85156,25,2.14844,0.00021,-0.22929,0.20197,0.43063
"15200",24.16084,29.29688,25,-4.29688,-0.00071,-0.23009,0.19842,0.43063
"15300",24.17113,30.46875,25,-5.46875,-0.00088,-0.23397,0.19403,0.43063
"15300",24.18023,25.78125,25,-0.78125,-0.00021,-0.23703,0.19297,0.43063
"15400",24.18932,21.67969,25,3.32031,0.00037,-0.23693,0.19482,0.43063
"15400",24.19817,22.26562,25,2.73438,0.00029,-0.23523,0.19627,0.43063
"15500",24.20751,22.26562,25,2.73438,0.00029,-0.23379,0.19771,0.43063
"15500",24.2166,22.26562,25,2.73438,0.00029,-0.23234,0.19916,0.43063
"15600",24.22617,22.26562,25,2.73438,0.00029,-0.23089,0.20062,0.43063
"15600",24.23838,23.4375,25,1.5625,0.00012,-0.22977,0.20124,0.43063
"15700",24.2501,29.88281,25,-4.88281,-0.00079,-0.23098,0.19727,0.43063
"15700",24.25991,28.71094,25,-3.71094,-0.00063,-0.23462,0.19413,0.43063
"15800",24.26925,24.02344,25,0.97656,0.00004,-0.23643,0.19432,0.43063
"15800",24.2781,22.85156,25,2.14844,0.00021,-0.23591,0.19534,0.43063
"15900",24.28743,21.67969,25,3.32031,0.00037,-0.23455,0.19721,0.43063
"15900",24.29605,22.85156,25,2.14844,0.00021,-0.23302,0.19824,0.43063
"16000",24.30562,21.67969,25,3.32031,0.00037,-0.23165,0.20011,0.43063
"16000",24.31663,23.4375,25,1.5625,0.00012,-0.23028,0.20073,0.43063
"16100",24.32931,25.78125,25,-0.78125,-0.00021,-0.23033,0.19968,0.43063
"16100",24.34032,31.64062,25,-6.64062,-0.00105,-0.23305,0.19445,0.43063
"16200",24.34965,26.95312,25,-1.95312,-0.00038,-0.23694,0.19256,0.43063
"16200",24.35875,22.85156,25,2.14844,0.0002,-0.23767,0.19358,0.43063
"16300",24.36808,22.85156,0,2.14844,0.0002,-0.23664,0.1946,0.43063
"16300",24.37693,22.26562,0,-22.26562,-0.00328,-0.24258,0.17823,0.43063
"16400",24.38603,21.67969,0,-21.67969,-0.0032,-0.25879,0.16225,0.43063
"16400",24.39392,22.26562,0,-22.26562,-0.00329,-0.27495,0.14582,0.43063
"16500",24.39919,19.92188,0,-19.92188,-0.00296,-0.29073,0.13102,0.43063
"16500",24.40421,13.47656,0,-13.47656,-0.00205,-0.3037,0.12079,0.43063
"16600",24.409,11.71875,0,-11.71875,-0.0018,-0.31345,0.11178,0.43063
"16600",24.40924,11.71875,0,-11.71875,-0.00181,-0.32247,0.10275,0.43063
"16700",24.40948,1.17188,0,-1.17188,-0.00031,-0.3285,0.10122,0.43063
"16700",24.40948,0.58594,0,-0.58594,-0.00022,-0.32986,0.1001,0.43063
"16800",24.40948,0,0,0,-0.00014,-0.33082,0.09939,0.43063
"16800",24.40948,0,0,0,-0.00014,-0.33153,0.09868,0.43063
"16900",24.40948,0,0,0,-0.00014,-0.33223,0.09797,0.43063
"16900",24.40948,0,0,0,-0.00014,-0.33294,0.09726,0.43063
"17000",24.40948,0,0,0,-0.00014,-0.33366,0.09655,0.43063
"17000",24.40948,0,0,0,-0.00014,-0.33437,0.09584,0.43063
"17100",24.40948,0,0,0,-0.00014,-0.33508,0.09512,0.43063
"17100",24.40948,0,0,0,-0.00014,-0.3358,0.0944,0.43063
"17200",24.40948,0,0,0,-0.00014,-0.33652,0.09369,0.43063
"17200",24.40948,0,0,0,-0.00014,-0.33724,0.09297,0.43063
"17300",24.40948,0,0,0,-0.00014,-0.33796,0.09224,0.43063
"17300",24.40948,0,0,0,-0.00014,-0.33868,0.09152,0.43063
"17400",24.40948,0,0,0,-0.00015,-0.3394,0.0908,0.43063
"17400",24.40948,0,0,0,-0.00015,-0.34013,0.09007,0.43063
"17500",24.40948,0,0,0,-0.00015,-0.34085,0.08934,0.43063
"17500",24.40948,0,0,0,-0.00015,-0.34158,0.08861,0.43063
"17600",24.40948,0,0,0,-0.00015,-0.34231,0.08788,0.43063
"17600",24.40948,0,0,0,-0.00015,-0.34304,0.08715,0.43063
"17700",24.40948,0,0,0,-0.00015,-0.34378,0.08642,0.43063
"17700",24.40948,0,0,0,-0.00015,-0.34451,0.08568,0.43063
"17800",24.40948,0,0,0,-0.00015,-0.34525,0.08494,0.43063
"17800",24.40948,0,0,0,-0.00015,-0.34599,0.08421,0.43063
"17900",24.40948,0,0,0,-0.00015,-0.34672,0.08347,0.43063
"17900",24.40948,0,0,0,-0.00015,-0.34747,0.08272,0.43063
"18000",24.40948,0,0,0,-0.00015,-0.34821,0.08198,0.43063
"18000",24.40948,0,0,0,-0.00015,-0.34895,0.08124,0.43063
"18100",24.40948,0,0,0,-0.00015,-0.3497,0.08049,0.43063
"18100",24.40948,0,0,0,-0.00015,-0.35044,0.07974,0.43063
"18200",24.40948,0,0,0,-0.00015,-0.35119,0.07899,0.43063
"18200",24.40948,0,0,0,-0.00015,-0.35194,0.07824,0.43063
"18300",24.40948,0,0,0,-0.00015,-0.3527,0.07749,0.43063
"18300",24.40948,0,0,0,-0.00015,-0.35345,0.07673,0.43063
"18400",24.40948,0,0,0,-0.00015,-0.35421,0.07598,0.43063
"18400",24.40948,0,0,0,-0.00015,-0.35496,0.07522,0.43063
"18500",24.40948,0,0,0,-0.00015,-0.35572,0.07446,0.43063
"18500",24.40948,0,0,0,-0.00015,-0.35648,0.0737,0.43063
"18600",24.40948,0,0,0,-0.00015,-0.35724,0.07293,0.43063
"18600",24.40948,0,0,0,-0.00015,-0.35801,0.07217,0.43063
"18700",24.40948,0,0,0,-0.00015,-0.35877,0.0714,0.43063
"18700",24.40948,0,0,0,-0.00015,-0.35954,0.07064,0.43063
"18800",24.40948,0,50,50,0.00702,-0.24504,-0.13865,-0.14567
"18800",24.40469,0,50,50,0.00713,0.02118,-0.10313,-0.14567
"18900",24.40086,-11.13281,50,61.13281,0.00873,0.05999,-0.0595,-0.14567
"18900",24.3999,-9.96094,50,59.96094,0.00859,0.10332,-0.0166,-0.14567
"19000",24.39943,-2.34375,50,52.34375,0.00752,0.14408,0.02095,-0.14567
"19000",24.39943,-1.17188,50,51.17188,0.00737,0.18134,0.05775,-0.14567
"19100",24.39943,0,50,50,0.00722,0.21784,0.0938,-0.14567
"19100",24.39943,0,50,50,0.00723,0.25392,0.12993,-0.14567
"19200",24.40134,0,50,50,0.00725,0.29007,0.16613,-0.14567
"19200",24.40732,4.10156,50,45.89844,0.00668,0.32513,0.19948,-0.14567
"19300",24.41689,14.0625,50,35.9375,0.00527,0.35568,0.22582,-0.14567
"19300",24.42934,23.4375,50,26.5625,0.00395,0.37937,0.24553,-0.14567
"19400",24.44489,29.88281,50,20.11719,0.00304,0.39726,0.26069,-0.14567
"19400",24.46188,38.08594,50,11.91406,0.00187,0.4101,0.27004,-0.14567
"19500",24.47887,41.01562,50,8.98438,0.00146,0.41863,0.27733,-0.14567
"19500",24.49634,42.1875,50,7.8125,0.00129,0.42558,0.2838,-0.14567
"19600",24.51597,42.1875,50,7.8125,0.0013,0.43206,0.29028,-0.14567
"19600",24.53655,48.04688,50,1.95312,0.00046,0.43688,0.2926,-0.14567
"19700",24.55784,50.39062,50,-0.39062,0.00013,0.43853,0.29326,-0.14567
"19700",24.57914,52.14844,50,-2.14844,-0.00012,0.43869,0.29266,-0.14567
"19800",24.60068,52.14844,50,-2.14844,-0.00012,0.4381,0.29207,-0.14567
"19800",24.62102,52.73438,50,-2.73438,-0.0002,0.43734,0.29106,-0.14567
"19900",24.64184,49.80469,50,0.19531,0.00021,0.43716,0.29213,-0.14567
"19900",24.6629,51.5625,50,-1.5625,-0.00004,0.43773,0.29195,-0.14567
"20000",24.68396,50.97656,50,-0.97656,0.00005,0.43772,0.29219,-0.14567
"20000",24.70525,51.5625,50,-1.5625,-0.00004,0.43779,0.29202,-0.14567
"20100",24.72631,52.73438,50,-2.73438,-0.0002,0.43728,0.291,-0.14567
"20100",24.74713,51.5625,50,-1.5625,-0.00004,0.4366,0.29082,-0.14567
"20200",24.76819,50.39062,50,-0.39062,0.00013,0.43676,0.29148,-0.14567
"20200",24.78853,51.5625,50,-1.5625,-0.00004,0.43708,0.2913,-0.14567
"20300",24.81007,50.39062,50,-0.39062,0.00013,0.43723,0.29195,-0.14567
"20300",24.83161,52.73438,50,-2.73438,-0.0002,0.43722,0.29094,-0.14567
"20400",24.85218,52.14844,50,-2.14844,-0.00012,0.43637,0.29034,-0.14567
"20400",24.873,50.39062,50,-0.39062,0.00013,0.43628,0.291,-0.14567
"20500",24.89382,50.97656,50,-0.97656,0.00005,0.43676,0.29124,-0.14567
"20500",24.91488,50.97656,50,-0.97656,0.00005,0.437,0.29147,-0.14567
"20600",24.93618,51.5625,50,-1.5625,-0.00004,0.43707,0.29129,-0.14567
"20600",24.95724,52.14844,50,-2.14844,-0.00012,0.43673,0.2907,-0.14567
"20700",24.9783,51.5625,50,-1.5625,-0.00004,0.4363,0.29052,-0.14567
"20700",24.99936,52.14844,50,-2.14844,-0.00012,0.43595,0.28992,-0.14567
"20800",25.01994,50.97656,50,-0.97656,0.00005,0.43568,0.29015,-0.14567
"20800",25.04099,49.80469,50,0.19531,0.00021,0.43625,0.29123,-0.14567
"20900",25.06181,52.14844,50,-2.14844,-0.00012,0.43666,0.29063,-0.14567
"20900",25.08383,51.5625,50,-1.5625,-0.00004,0.43623,0.29045,-0.14567
"21000",25.10465,53.32031,50,-3.32031,-0.00029,0.43555,0.28901,-0.14567
"21000",25.12523,50.97656,50,-0.97656,0.00005,0.43478,0.28925,-0.14567
"21100",25.14605,50.39062,50,-0.39062,0.00013,0.43518,0.2899,-0.14567
"21100",25.16711,50.97656,50,-0.97656,0.00005,0.43566,0.29013,-0.14567
"21200",25.1884,51.5625,50,-1.5625,-0.00004,0.43573,0.28995,-0.14567
"21200",25.20946,52.14844,50,-2.14844,-0.00012,0.43538,0.28935,-0.14567
"21300",25.23076,51.5625,50,-1.5625,-0.00004,0.43495,0.28917,-0.14567
"21300",25.25134,52.14844,50,-2.14844,-0.00012,0.4346,0.28857,-0.14567
"21400",25.2724,50.39062,50,-0.39062,0.00013,0.4345,0.28922,-0.14567
"21400",25.29322,51.5625,50,-1.5625,-0.00004,0.43482,0.28903,-0.14567
"21500",25.31475,51.5625,50,-1.5625,-0.00004,0.43463,0.28885,-0.14567
"21500",25.33605,52.14844,50,-2.14844,-0.00012,0.43428,0.28825,-0.14567
"21600",25.35711,52.73438,50,-2.73438,-0.0002,0.43351,0.28723,-0.14567
"21600",25.37793,51.5625,50,-1.5625,-0.00004,0.43282,0.28704,-0.14567
"21700",25.39875,50.39062,50,-0.39062,0.00013,0.43297,0.28769,-0.14567
"21700",25.41981,50.97656,50,-0.97656,0.00005,0.43345,0.28792,-0.14567
"21800",25.44111,51.5625,50,-1.5625,-0.00004,0.43351,0.28773,-0.14567
"21800",25.4624,52.14844,50,-2.14844,-0.00012,0.43316,0.28713,-0.14567
"21900",25.48346,52.14844,50,-2.14844,-0.00012,0.43256,0.28652,-0.14567
"21900",25.50404,51.5625,50,-1.5625,-0.00004,0.43212,0.28633,-0.14567
"22000",25.52319,50.39062,-50,-100.39062,-0.01426,0.08604,0.1464,0.20321
"22000",25.53156,48.04688,-50,-98.04688,-0.014,-0.08478,0.07645,0.20321
"22100",25.533,21.09375,-50,-71.09375,-0.01019,-0.14711,0.02555,0.20321
"22100",25.53252,4.6875,-50,-54.6875,-0.00787,-0.19339,-0.01378,0.20321
"22200",25.53252,-1.75781,-50,-48.24219,-0.00697,-0.23092,-0.0486,0.20321
"22200",25.53252,0,-50,-50,-0.00724,-0.26627,-0.08475,0.20321
"22300",25.53252,0,-50,-50,-0.00725,-0.30245,-0.12098,0.20321
"22300",25.52797,0,-50,-50,-0.00727,-0.33871,-0.15729,0.20321
"22400",25.5196,-10.54688,-50,-39.45312,-0.00578,-0.37204,-0.18615,0.20321
"22400",25.50859,-20.50781,-50,-29.49219,-0.00437,-0.3981,-0.20799,0.20321
"22500",25.49471,-26.36719,-50,-23.63281,-0.00355,-0.41828,-0.2257,0.20321
"22500",25.47892,-33.39844,-50,-16.60156,-0.00255,-0.43401,-0.23844,0.20321
"22600",25.46216,-39.25781,-50,-10.74219,-0.00172,-0.44509,-0.24703,0.20321
"22600",25.4423,-40.42969,-50,-9.57031,-0.00156,-0.45336,-0.25481,0.20321
"22700",25.42244,-48.04688,-50,-1.95312,-0.00047,-0.45897,-0.25718,0.20321
"22700",25.40234,-48.63281,-50,-1.36719,-0.00039,-0.46117,-0.25914,0.20321
"22800",25.38272,-49.80469,-50,-0.19531,-0.00023,-0.4628,-0.26026,0.20321
"22800",25.36285,-48.04688,-50,-1.95312,-0.00048,-0.46443,-0.26264,0.20321
"22900",25.34299,-48.04688,-50,-1.95312,-0.00048,-0.46681,-0.26503,0.20321
"22900",25.32337,-49.21875,-50,-0.78125,-0.00031,-0.46887,-0.26659,0.20321
"23000",25.30327,-47.46094,-50,-2.53906,-0.00056,-0.47093,-0.2694,0.20321
"23000",25.28293,-49.21875,-50,-0.78125,-0.00031,-0.47324,-0.27097,0.20321
"23100",25.26378,-49.80469,-50,-0.19531,-0.00023,-0.47464,-0.27212,0.20321
"23100",25.24392,-47.46094,-50,-2.53906,-0.00057,-0.47646,-0.27494,0.20321
"23200",25.2243,-48.63281,-50,-1.36719,-0.0004,-0.47895,-0.27694,0.20321
"23200",25.20396,-48.04688,-50,-1.95312,-0.00048,-0.48112,-0.27936,0.20321
"23300",25.1841,-49.21875,-50,-0.78125,-0.00032,-0.4832,-0.28094,0.20321
